App,Time Spent (Hours),Category,Productivity
united.com,913,Travel & Outdoors,-2
loginwindow,669,General Utilities,0
java updater,6,General Utilities,1
en.wikipedia.org,4375,General Reference & Learning,1
imeiju.cc,1008,Video,-2
Mail,10280,Email,2
facebook.com,2923,General Social Networking,-2
google.com,5646,Search,2
bart.gov,130,Maps & Regional,1
mitpe.mit.edu,172,Presentation,2
messenger.com,33421,General Social Networking,-2
Finder,4789,General Utilities,0
archive utility,25,General Utilities,1
Terminal,6089,Systems Operations,2
microsoft word,17166,Writing,2
usernotificationcenter,74,General Utilities,0
secure.bankofamerica.com,203,Accounting,2
bankofamerica.com,110,General Business,2
dnvod.tv,3,Video,-2
ghostfriends.herokuapp.com,2,Uncategorized,0
eduapps.mit.edu,2,Presentation,2
websis.mit.edu,34,General Reference & Learning,1
systemuiserver,40,General Utilities,1
idp.mit.edu,335,General Reference & Learning,1
RescueTime,13,Intelligence,0
firehose.guide,501,General Communication & Scheduling,2
safari-resource:,64,Browsers,0
Safari,161,Browsers,2
student.mit.edu,150,General Reference & Learning,1
amazon.com,1252,General Shopping,-1
registration.mit.edu,65,Presentation,2
imore.com,77,Science & Technology,-1
en.todoist.com,8,General Communication & Scheduling,0
app store,141,General Shopping,-2
todoist,4383,Project Management,2
calendar,5962,Calendars,1
Google Spreadsheets,6391,General Business,2
System Preferences,704,General Utilities,0
ourworldindata.org,224,General Reference & Learning,1
healthdata.org,276,General Reference & Learning,1
youtube.com,36605,Video,-2
wayfair.com,84,General Shopping,-2
Google Forms,1636,General Business,2
mit.edu,2158,Presentation,2
6033.scripts.mit.edu:444,102,Uncategorized,0
SecurityAgent,122,Systems Operations,0
app.pipefy.com,174,General Business,2
wechat,5572,General Social Networking,-2
jbui.me,3,Uncategorized,0
theculturetrip.com,2,Uncategorized,0
quotes.toscrape.com,2,Uncategorized,0
tripadvisor.com,1,Travel & Outdoors,-2
news.mit.edu,1,General Reference & Learning,1
blog.scrapinghub.com,1,Uncategorized,0
dailymotion.com,1,General Entertainment,-2
so.iqiyi.com,1,Video,-2
myactivity.google.com,1,General Business,2
tieba.baidu.com,1,Games,-2
travel.usnews.com,1,General Reference & Learning,1
redbubble.com,1,General Shopping,-2
doc.scrapy.org,1,General Software Development,2
justwatch.com,1,General Entertainment,-2
hulu.com,1,General Entertainment,-2
onthegotours.com,1,Travel & Outdoors,-2
web.mit.edu,25576,General Reference & Learning,2
piazza.com,1936,General Reference & Learning,2
introml.mit.edu,50,Presentation,2
clicker.csail.mit.edu,3699,General Reference & Learning,1
web-cert.mit.edu,1253,Presentation,2
mailto:6.033-web@mit.edu,12,Uncategorized,0
omni.csail.mit.edu,1179,General Reference & Learning,1
drive.google.com,908,General Business,2
ocw.mit.edu,7,General Reference & Learning,1
l.messenger.com,250,Instant Message,-1
learning-modules.mit.edu,3380,General Reference & Learning,1
stellar.mit.edu,828,General Reference & Learning,1
gaoloumi.com,7,Regional,-2
wayf.mit.edu,18,Presentation,2
dreamsongs.com,4,General News & Opinion,-2
lkyspp.nus.edu.sg,708,General Reference & Learning,1
Preview,3108,General Reference & Learning,2
9to5mac.com,3305,General News & Opinion,-2
adminappsts.mit.edu,1310,Presentation,2
atlas.mit.edu,120,General Business,2
kb.mit.edu,17,General Reference & Learning,1
facetime,10,Voice Chat,-2
controlpanel,1,General Utilities,1
macjreinstaller,35,General Utilities,1
certaid,58,Uncategorized,0
ist.mit.edu,29,Engineering & Technology,1
ca.mit.edu,5,General Reference & Learning,1
universalaccessauthwarn,3,General Utilities,1
iTunes,675,Music,0
coreservicesuiagent,15,General Utilities,0
messages,1515,General Social Networking,-2
oracle.com,111,Search,0
git-scm.com,12,General Software Development,2
installer,37,General Utilities,1
sourceforge.net,13,General Software Development,2
eclipse-inst,155,General Software Development,2
eclipse.org,36,General Software Development,2
eclipse,60571,Editing & IDEs,2
diskimages ui agent,8,General Utilities,1
backup and sync from google,1009,Uncategorized,0
constellation.csail.mit.edu,187,General Reference & Learning,1
help.github.com,6,Systems Operations,2
bookmarks,27,General News & Opinion,-2
settings,65,General Utilities,1
mit.co1.qualtrics.com,391,General Business,2
community.mitcpw.org,9,Uncategorized,0
tutorialspoint.com,21,General Reference & Learning,1
journaldev.com,10,Engineering & Technology,1
stackoverflow.com,1919,General Software Development,2
apps,1,General Utilities,1
crunchify.com,24,General Software Development,2
support.google.com,12,General News & Opinion,2
protechtraining.com,7,Uncategorized,0
grips.ac.jp,180,Uncategorized,0
Google Documents,181,Writing,2
geeksforgeeks.org,1172,Operations,2
cafeaulait.org,80,General Software Development,2
mit.universitytickets.com,422,Uncategorized,0
docs.oracle.com,462,Engineering & Technology,1
beginnersbook.com,59,General Reference & Learning,1
techiedelight.com,71,Uncategorized,0
michael0x2a.com,331,Uncategorized,0
otherwise.com,8,Uncategorized,0
