App,Time Spent (Seconds),Category,Productivity
Preview,9760,General Reference & Learning,2
isb-network-printer-copier,387,Uncategorized,0
Finder,22906,General Utilities,0
images.search.yahoo.com,14,Search,0
mun2012.epad.isb.bj.edu.cn,2141,General Design & Composition,2
elearning.isb.bj.edu.cn,21017,General Reference & Learning,2
turbocollage,5,Uncategorized,0
enotes.com,4,General Reference & Learning,1
sparknotes.com,2316,Search,2
facebook.com,5404,General Social Networking,-2
Gmail,1714,Email,2
iphone.bjair.info,178,Uncategorized,0
guomanchoi.epad.isb.bj.edu.cn,2536,General Design & Composition,2
en.wikipedia.org,18593,General Reference & Learning,1
ask.fm,3903,General Social Networking,-2
wsc2013.epad.isb.bj.edu.cn,430,Uncategorized,2
apps.facebook.com,476,General Social Networking,-2
Skype,130164,General Social Networking,-2
microsoft word,105979,Writing,2
blogs.isb.bj.edu.cn,11854,General Reference & Learning,2
9gag.com,708,Comedy,-2
microsoft outlook,9742,Email,2
iTunes,118,Music,0
slideshare.net,17,Presentation,2
gsearch.sparknotes.com,82,Engineering & Technology,1
community.sparknotes.com,422,Search,0
flavorwire.com,36,General News & Opinion,-2
goo.gl,1,Internet Utilities,1
flavorwire.files.wordpress.com,2,Uncategorized,0
mymunmkis.org,573,Uncategorized,0
bing.com,1867,Search,2
cfr.org,9,General News & Opinion,-2
google.com,2078,Search,2
images.fanpop.com,15,General Reference & Learning,1
usernotificationcenter,561,General Utilities,0
answers.yahoo.com,725,Search,0
youtube.com,475,Video,-2
poetryalive.com,142,Uncategorized,0
lmc.isb.bj.edu.cn,20,General Reference & Learning,1
Blank Web Browser,57,Internet Utilities,0
quicktime player,2346,General Entertainment,-1
zhidao.baidu.com,163,Science & Technology,-1
MS Excel,5004,General Business,2
screensaverengine,24,General Utilities,0
System Preferences,521,General Utilities,0
SecurityAgent,45,Systems Operations,0
netauthagent,38,Accounting,2
bcisdebate2013.epad.isb.bj.edu.cn,1244,General Design & Composition,2
Wikipedia,204,General Reference & Learning,1
bcisdebate2013.epad.isb.j.edu.cn,5,General Reference & Learning,1
easybib.com,46,Search,2
mashable.com,59,Science & Technology,-1
techdirt.com,40,General News & Opinion,-2
guardian.co.uk,29,General News & Opinion,-2
Activity Monitor,1193,General Utilities,0
apple-cider-vinegar-benefits.com,366,Uncategorized,0
wiki.answers.com,193,Search,0
g.isb.bj.edu.cn,1863,General Reference & Learning,1
nciku.com,499,Search,2
ezinearticles.com,15,General News & Opinion,-2
forum.nasaspaceflight.com,112,General News & Opinion,-2
chinadaily.com.cn,434,General News & Opinion,2
Dictionary,27,General Reference & Learning,1
ebookbrowse.com,74,General Reference & Learning,1
getbookee.org,33,Uncategorized,0
books.google.com.hk,15,General Reference & Learning,1
alfred,37,General Utilities,2
Keynote,14258,Presentation,2
translate.google.cn,197,General Reference & Learning,1
dadi360.com,69,Uncategorized,0
chinanews.com,78,General News & Opinion,-2
surveytool.com,330,Uncategorized,0
onelook.com,92,Search,0
neilramsden.co.uk,24,Uncategorized,0
java.com,41,Engineering & Technology,1
installer,382,General Utilities,1
type.isb.bj.edu.cn,433,Uncategorized,0
java applet - type.isb.bj.edu.cn,995,General Reference & Learning,1
quizlet.com,1807,General Reference & Learning,2
rescuetime.com,1695,Intelligence,0
mailto:alexander.guo@student.isb.bj.edu.cn,17,Uncategorized,0
stickies,243,Writing,2
neverl4nds.tumblr.com,58,General News & Opinion,-2
iCal,1378,Calendars,0
Safari,22,Browsers,2
microsoft powerpoint,628,Presentation,2
search.yahoo.com,15,Search,0
yahoo.com,12,Search,0
digitalchocolate.com,15,Uncategorized,0
funnyfreepics.com,9,Uncategorized,0
pic8.nipic.com,10,Graphic Design,2
artspeakchina.org,7,Uncategorized,0
clker.com,4,Graphic Design,2
wallpapers10.net,9,Graphic Design,2
danielapaiva10.files.wordpress.com,2,Uncategorized,0
4.bp.blogspot.com,1,General News & Opinion,-2
amazon.com,2037,General Shopping,-1
item.taobao.com,1260,General Shopping,-1
s.taobao.com,108,General Shopping,-2
taobao.com,2,General Shopping,-2
googlesciencefair.com,581,Uncategorized,0
srai.org,21,Uncategorized,0
unmountassistantagent,5,General Utilities,1
