App,Time Spent (Seconds),Category,Productivity
Skype,33320,General Social Networking,-2
Finder,27435,General Utilities,0
Gmail,415,Email,2
loginwindow,6102,General Utilities,0
Mail,33691,Email,2
picrazy2.com,9342,Uncategorized,2
tincta,30484,General Software Development,2
users,26034,General Software Development,2
evernote,32,Intelligence,2
pages,17944,Presentation,2
Safari,6228,Browsers,2
bing.com,1340,Search,2
alfred,1237,General Utilities,2
Adobe Photoshop,7122,Graphic Design,2
iPhoto,92,Photos,-2
Preview,13884,General Reference & Learning,2
htmlcodetutorial.com,149,General Software Development,2
matlab,5519,General Software Development,2
ehow.com,987,Search,0
microsoft word,52582,Writing,2
Amazon AWS Console,2954,General Software Development,2
andover.edu,191,Search,0
transio.com,56,Uncategorized,0
applications,766,General Business,2
w3schools.com,245,Engineering & Technology,1
cn.bing.com,3080,Search,0
VLC Media Player,21047,Video,-2
handbrake,125,Video Editing,2
css-tricks.com,12,General News & Opinion,-2
arduino,22670,Intelligence,2
arduino.cc,71,Engineering & Technology,1
TextEdit,1148,Writing,2
Xcode,23,Editing & IDEs,2
fitbit.com,1518,Health & Medicine,1
fitbit connect,9,Health & Medicine,1
help.fitbit.com,456,Health & Medicine,1
Dictionary,132,General Reference & Learning,1
freetexthost.com,7,Internet Utilities,1
poll.pollcode.com,20,Uncategorized,0
System Preferences,764,General Utilities,0
youku.com,234,General Entertainment,-2
i.youku.com,428,Video,-2
youtube.com,6448,Video,-2
Activity Monitor,109,General Utilities,0
htmlgoodies.com,468,General News & Opinion,-2
kb.mediatemple.net,114,General Utilities,1
support.volusion.com,106,General Business,2
facebook.com,2707,General Social Networking,-2
markusfeng.com,330,Uncategorized,0
app store,359,General Shopping,-2
google.com,285,Search,2
echoecho.com,301,General News & Opinion,-2
v.youku.com,102,Video,-2
flash player (safari internet plug-in),162,Video,-2
css3menu.com,14,Graphic Design,2
yourhtmlsource.com,248,Presentation,2
user:inventionpass@www.picrazy2.com,8,Uncategorized,0
coreservicesuiagent,22,General Utilities,0
thecodeplayer.com,526,Engineering & Technology,1
dummies.com,59,General News & Opinion,-2
final cut pro,585,Video Editing,2
blogs.isb.bj.edu.cn,529,General Reference & Learning,2
quicktime player,1353,General Entertainment,-1
duewesteducation.basecamphq.com,121,Project Management,2
htmlhelp.com,260,General Software Development,2
webcosmoforums.com,14,Uncategorized,0
usernotificationcenter,43,General Utilities,0
htmlcommentbox.com,71,Uncategorized,0
htmlcodes.ws,48,Uncategorized,0
2createawebsites.com,117,Uncategorized,0
code.jquery.com,144,General Software Development,2
help.adobe.com,80,General News & Opinion,-2
codemiles.com,173,General Reference & Learning,1
amazon.com,2261,General Shopping,-1
pageresource.com,53,General Reference & Learning,1
javascript-coder.com,366,General Software Development,2
Calculator,124,General Utilities,1
cplusplus.com,47,General Reference & Learning,1
google.com.hk,1163,Search,2
stackoverflow.com,380,General Software Development,2
comptechdoc.org,17,General Entertainment,-2
indoorair2014.org,3,Uncategorized,0
display calibrator,100,General Utilities,1
colorsync utility,4,General Utilities,1
math.hmc.edu,648,General Reference & Learning,1
edmodo.com,1024,General Reference & Learning,1
elearning.isb.bj.edu.cn,871,General Reference & Learning,2
microsoft outlook,3,Email,2
compgroups.net,71,General Reference & Learning,1
wikihow.com,1492,Search,0
verypdf.com,478,Intelligence,2
discussions.apple.com,606,Science & Technology,-1
Stuffit Expander,15,Internet Utilities,1
SecurityAgent,122,Systems Operations,0
installer,248,General Utilities,1
pdfcompressor,144,Uncategorized,0
trialpay.com,86,General News & Opinion,-2
stuffit.com,47,Operations,2
iTunes,279,Music,0
s.taobao.com,709,General Shopping,-2
buy.taobao.com,507,General Shopping,-2
item.taobao.com,144,General Shopping,-1
surveymonkey.com,972,Marketing,2
stuffit destinations,298,General Business,2
diskimages ui agent,14,General Utilities,1
answers.yahoo.com,120,Search,0
Terminal,866,Systems Operations,2
archive utility,23,General Utilities,1
disk utility,61,General Utilities,1
osxdaily.com,40,General News & Opinion,-2
traxxas.com,60,General News & Opinion,-2
uvm.edu,6,General Reference & Learning,1
RescueTime,44,Intelligence,0
MS Excel,532,General Business,2
help.apple.com,60,Search,0
download.cnet.com,37,Science & Technology,-1
apple.com,48,Engineering & Technology,-1
mathtype,239,Engineering & Technology,1
jqueryui.com,162,Society,-2
api.jquery.com,270,Engineering & Technology,1
g.isb.bj.edu.cn,1260,General Reference & Learning,1
cfhdojbkjhnklbpkdaibdccddilifddb,4,Uncategorized,0
nikonusa.com,43,Search,-2
w1.nhps.tp.edu.tw,34,General Reference & Learning,1
zuowenku.net,98,Uncategorized,0
macrumors.com,3861,General News & Opinion,-2
nciku.com,21,Search,2
usa.canon.com,261,Video Editing,-2
canon ij network tool,197,Science & Technology,0
canon mx510 series (88.87.17.b…,19,Uncategorized,0
canon mx510 series 2,3,Uncategorized,0
addprinter,33,General Utilities,0
canon ij network scanner selector  ex,46,Uncategorized,0
diskimagemounter,1,General Utilities,1
canon solution menu ex,239,General Utilities,1
mp navigator ex,180,General Business,0
Dropbox,98,File Sharing,-2
screensaverengine,174,General Utilities,0
techhive.com,993,Science & Technology,-1
ed.edim.co,43,Uncategorized,0
en.wikipedia.org,6800,General Reference & Learning,1
rescuetime.com,1600,Intelligence,0
hdwallcloud.com,138,Uncategorized,0
µtorrent,1070,File Sharing,-2
kickass.to,1101,File Sharing,-2
brainyquote.com,308,Search,0
iWork Numbers,77,General Business,2
mactracker,184,Search,-2
browser.primatelabs.com,181,Browsers,-1
thegalleryofheroes.com,125,Uncategorized,0
screenjunkies.com,18,Video,-2
slashfilm.com,11,General Entertainment,-2
gointothestory.blcklst.com,9,General Reference & Learning,1
canon mx518,165,Uncategorized,0
unmountassistantagent,33,General Utilities,1
scans-daily.dreamwidth.org,115,Comedy,-2
store.apple.com,60,Electronics,-2
sandman.wikia.com,25,Search,0
epad.isb.bj.edu.cn,6203,General Design & Composition,2
wiki.answers.com,7,Search,0
differencebetween.net,190,General Reference & Learning,1
timeglider.com,1647,Presentation,2
regentsprep.org,142,General Reference & Learning,1
ask.com,14,Search,0
purposegames.com,52,Games,-2
dialog.filepicker.io,4,Uncategorized,0
lizardpoint.com,83,General Reference & Learning,1
hubertlerch.com,299,Uncategorized,0
sketchpad,1272,General Design & Composition,2
super hexagon,981,Games,-2
netauthagent,3,Accounting,2
translate.google.cn,70,General Reference & Learning,1
store.lowepro.com,30,General Shopping,-1
tv.sohu.com,412,Video,-2
google chrome,17,Browsers,0
dealer.auto.sina.com.cn,1039,General News & Opinion,-2
data.auto.sina.com.cn,176,General News & Opinion,-2
engadget.com,403,Science & Technology,-1
laptops-and-notebooks.findthebest.com,406,General Shopping,-2
reviews.cnet.com,276,Science & Technology,-2
techradar.com,345,General News & Opinion,-2
halloween.moviechart.info,227,Uncategorized,0
mythweb.com,5,General Reference & Learning,1
flourai.tumblr.com,12,General News & Opinion,-2
astrill.com,255,General Utilities,1
slideshare.net,55,Presentation,2
GarageBand,12,Audio Editing,2
audacity,121,Video Editing,2
wiki.astrill.com,33,General Utilities,1
portal.ssat.org,583,Uncategorized,0
forms.veracross.com,2412,Uncategorized,0
admissions.veracross.com,488,Uncategorized,1
exeter.edu,71,General Reference & Learning,1
lionlinks.exeter.edu,1187,General Reference & Learning,1
gateway.applywithus.com,1001,General Reference & Learning,1
microsoft autoupdate,5,General Utilities,1
bhphotovideo.com,1936,General Shopping,-2
grades.isb.bj.edu.cn,1058,General Reference & Learning,1
Keynote,17968,Presentation,2
onlinelibrary.wiley.com,76,General Reference & Learning,1
clashofclans.wikia.com,2997,Games,-2
nanotech-now.com,237,Uncategorized,0
adobe flash player install manager,3,General Utilities,1
microsoft powerpoint,736,Presentation,2
web.mit.edu,141,General Reference & Learning,2
timex.com,101,General Shopping,-2
eclipse,683,Editing & IDEs,2
quickcounter,4,Uncategorized,0
cia.gov,3653,Search,0
rlv.zcache.com,92,General News & Opinion,-2
